# Program:featureCounts v1.6.4; Command:"featureCounts" "-p" "-B" "-C" "-M" "-O" "-T" "8" "-t" "CDS" "-g" "gene_id" "-a" "/tmp/230574.1.all.q/genomes/tb927_11/tb927_11.gtf" "-o" "/tmp/230574.1.all.q/P_sub_2/counts.txt" "/tmp/230574.1.all.q/P_sub_2/P_sub_2_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/tmp/230574.1.all.q/P_sub_2/P_sub_2_sorted.bam
Tb10.v4.0098	tryp_X-220a01.q1c;tryp_X-220a01.q1c	35324;36004	35989;36441	+;+	1104	0
Tb10.v4.0099	tryp_X-220a01.q1c	39239	39820	+	582	0
Tb11.0790	tryp_XI-1150d08.q1k	1185	1832	-	648	0
Tb11.0800	tryp_XI-1150d08.q1k	1834	2955	-	1122	0
Tb11.0810	tryp_XI-1150d08.q1k	5201	5986	-	786	0
Tb11.0090	tryp_XI-1032b03.p2k737	689	1786	-	1098	0
Tb11.0100	tryp_XI-1032b03.p2k737	2887	4173	-	1287	1
Tb11.0110	tryp_XI-1032b03.p2k737	6557	7594	-	1038	0
Tb11.0120	tryp_XI-1032b03.p2k737	9562	10902	-	1341	0
Tb11.0130	tryp_XI-1032b03.p2k737	14185	14964	-	780	0
Tb11.0140	tryp_XI-1032b03.p2k737	16066	16623	-	558	0
Tb11.0150	tryp_XI-1032b03.p2k737	17968	19005	-	1038	0
Tb11.0160	tryp_XI-1032b03.p2k737	19786	20661	-	876	0
Tb11.0170	tryp_XI-1032b03.p2k737	21672	23246	-	1575	0
Tb11.0180	tryp_XI-1032b03.p2k737	25019	26560	-	1542	0
Tb11.0190	tryp_XI-1032b03.p2k737	29258	30661	-	1404	0
Tb10.v4.0105	tryp_X-254c10.q1c	4162	5571	-	1410	0
Tb10.v4.0106	tryp_X-254c10.q1c	5760	6827	-	1068	0
Tb10.v4.0107	tryp_X-254c10.q1c	7993	9486	-	1494	0
Tb10.v4.0108	tryp_X-254c10.q1c;tryp_X-254c10.q1c;tryp_X-254c10.q1c	11827;12039;12728	12036;12725;13354	-;-;-	1524	0
Tb10.v4.0109	tryp_X-254c10.q1c;tryp_X-254c10.q1c;tryp_X-254c10.q1c	15187;15227;15319	15225;15316;16779	-;-;-	1590	0
Tb10.v4.0110	tryp_X-254c10.q1c	18300	18623	-	324	0
Tb10.v4.0111	tryp_X-254c10.q1c	20456	21319	-	864	0
Tb10.v4.0112	tryp_X-254c10.q1c;tryp_X-254c10.q1c	24481;25380	25377;25991	-;-	1509	0
Tb10.v4.0113	tryp_X-254c10.q1c;tryp_X-254c10.q1c	27850;28074	28071;29240	-;-	1389	0
Tb10.v4.0114	tryp_X-254c10.q1c;tryp_X-254c10.q1c	30979;31428	31425;32507	-;-	1527	0
Tb10.v4.0115	tryp_X-254c10.q1c	34429	34749	-	321	0
Tb10.v4.0116	tryp_X-254c10.q1c;tryp_X-254c10.q1c	35074;36570	36567;36590	-;-	1515	0
Tb10.v4.0117	tryp_X-254c10.q1c	37687	39117	-	1431	0
Tb10.v4.0118	tryp_X-254c10.q1c;tryp_X-254c10.q1c;tryp_X-254c10.q1c	41071;41370;42062	41367;42059;42538	-;-;-	1464	0
Tb10.v4.0119	tryp_X-254c10.q1c;tryp_X-254c10.q1c;tryp_X-254c10.q1c;tryp_X-254c10.q1c	43823;43873;44789;45090	43870;44787;45088;45281	-;-;-;-	1455	0
Tb10.v4.0120	tryp_X-254c10.q1c;tryp_X-254c10.q1c;tryp_X-254c10.q1c	46286;46504;46656	46501;46653;47840	-;-;-	1551	0
Tb10.v4.0121	tryp_X-254c10.q1c;tryp_X-254c10.q1c	49359;50420	50417;50911	-;-	1551	0
Tb10.v4.0122	tryp_X-254c10.q1c	52948	54522	-	1575	2
Tb10.v4.0123	tryp_X-254c10.q1c;tryp_X-254c10.q1c;tryp_X-254c10.q1c	55175;55512;56012	55510;56009;56650	-;-;-	1473	0
Tb10.v4.0124	tryp_X-254c10.q1c	57759	59174	-	1416	0
Tb10.v4.0125	tryp_X-254c10.q1c	61459	61854	-	396	0
Tb11.0840	tryp_XI-147f01.q1ca	1458	2243	+	786	1894
Tb11.0845	tryp_XI-147f01.q1ca	2781	3053	+	273	1300
Tb11.0850	tryp_XI-147f01.q1ca	4302	5351	+	1050	2739
Tb11.0860	tryp_XI-147f01.q1ca	6675	7559	+	885	664
Tb11.0870	tryp_XI-147f01.q1ca	7725	9797	+	2073	1650
Tb11.0880	tryp_XI-147f01.q1ca	10200	10679	+	480	12231
Tb11.0890	tryp_XI-147f01.q1ca	11029	12510	+	1482	1949
Tb10.v4.0126	tryp_X-264e11.p1c	3186	3842	+	657	0
Tb10.v4.0127	tryp_X-264e11.p1c	6091	7617	+	1527	1
Tb10.v4.0128	tryp_X-264e11.p1c	9988	10611	-	624	212
Tb10.v4.0129	tryp_X-264e11.p1c	10699	11199	-	501	0
Tb08.27P2.50	Tbrucei.chr8.100	4550	5005	-	456	8
Tb08.27P2.60	Tbrucei.chr8.100	5283	5810	+	528	553
Tb08.27P2.70	Tbrucei.chr8.100	5910	6725	+	816	296
Tb08.27P2.80	Tbrucei.chr8.100	7871	8815	+	945	247
Tb08.27P2.90	Tbrucei.chr8.100	8915	9760	+	846	1520
Tb08.27P2.110	Tbrucei.chr8.100	11838	12836	+	999	101
Tb08.27P2.120	Tbrucei.chr8.100;Tbrucei.chr8.100	14333;14442	14440;15623	-;-	1290	0
Tb08.27P2.140	Tbrucei.chr8.100	17837	19432	-	1596	1
Tb08.27P2.150	Tbrucei.chr8.100	20999	22525	-	1527	0
Tb08.27P2.160	Tbrucei.chr8.100;Tbrucei.chr8.100;Tbrucei.chr8.100	22974;23170;23637	23168;23634;24068	-;-;-	1092	0
Tb08.27P2.165	Tbrucei.chr8.100;Tbrucei.chr8.100	24756;24974	24971;26296	-;-	1539	0
Tb08.27P2.190	Tbrucei.chr8.100;Tbrucei.chr8.100	27956;28566	28564;29354	-;-	1398	0
Tb08.27P2.210	Tbrucei.chr8.100	30786	32207	-	1422	0
Tb08.27P2.220	Tbrucei.chr8.100	34020	35534	-	1515	2
Tb08.27P2.230	Tbrucei.chr8.100;Tbrucei.chr8.100;Tbrucei.chr8.100	36898;37713;37862	37710;37859;38440	-;-;-	1539	0
Tb08.27P2.240	Tbrucei.chr8.100	40830	42425	-	1596	1
Tb08.27P2.250	Tbrucei.chr8.100;Tbrucei.chr8.100	42775;43112	43110;43876	-;-	1101	1
Tb08.27P2.260	Tbrucei.chr8.100	45310	46839	-	1530	2
Tb08.27P2.270	Tbrucei.chr8.100;Tbrucei.chr8.100;Tbrucei.chr8.100	48217;48311;48447	48309;48445;49616	-;-;-	1398	0
Tb08.27P2.290	Tbrucei.chr8.100	51710	53263	-	1554	0
Tb08.27P2.310	Tbrucei.chr8.100;Tbrucei.chr8.100;Tbrucei.chr8.100	55260;55274;55900	55271;55897;56811	-;-;-	1548	0
Tb08.27P2.330	Tbrucei.chr8.100;Tbrucei.chr8.100	57118;57359	57357;58120	-;-	1002	1
Tb08.27P2.340	Tbrucei.chr8.100;Tbrucei.chr8.100	59106;60071	60068;60655	-;-	1548	1
Tb08.27P2.370	Tbrucei.chr8.100	62418	63866	-	1449	0
Tb08.27P2.380	Tbrucei.chr8.100;Tbrucei.chr8.100	65291;65554	65551;66843	-;-	1551	2
Tb08.27P2.390	Tbrucei.chr8.100;Tbrucei.chr8.100	69131;69432	69430;70622	-;-	1491	0
Tb08.27P2.400	Tbrucei.chr8.100;Tbrucei.chr8.100	70778;71712	71710;71852	-;-	1074	0
Tb08.27P2.410	Tbrucei.chr8.100;Tbrucei.chr8.100;Tbrucei.chr8.100	73343;73419;73552	73417;73550;74097	-;-;-	753	0
Tb08.27P2.435	Tbrucei.chr8.100	82105	82386	-	282	1
Tb08.27P2.460	Tbrucei.chr8.100	84917	86386	-	1470	0
Tb08.27P2.480	Tbrucei.chr8.100;Tbrucei.chr8.100	89123;89320	89317;90732	-;-	1608	0
Tb08.27P2.490	Tbrucei.chr8.100	92556	94145	-	1590	1
Tb08.27P2.510	Tbrucei.chr8.100	95919	97385	-	1467	0
Tb08.27P2.520	Tbrucei.chr8.100;Tbrucei.chr8.100	97575;98408	98405;98602	-;-	1026	0
Tb08.27P2.530	Tbrucei.chr8.100	99384	100856	-	1473	0
Tb08.27P2.550	Tbrucei.chr8.100;Tbrucei.chr8.100	102453;102659	102656;104032	-;-	1578	0
Tb08.27P2.565	Tbrucei.chr8.100;Tbrucei.chr8.100;Tbrucei.chr8.100	106202;106480;106523	106477;106521;106612	-;-;-	408	0
Tb08.27P2.580	Tbrucei.chr8.100;Tbrucei.chr8.100	107148;108319	108317;108858	-;-	1710	0
Tb08.27P2.610	Tbrucei.chr8.100;Tbrucei.chr8.100;Tbrucei.chr8.100;Tbrucei.chr8.100	110064;110750;110965;111141	110747;110962;111138;111596	-;-;-;-	1527	0
Tb08.27P2.620	Tbrucei.chr8.100;Tbrucei.chr8.100;Tbrucei.chr8.100;Tbrucei.chr8.100;Tbrucei.chr8.100	113583;113701;113844;114014;114442	113699;113841;114011;114439;115170	-;-;-;-;-	1581	0
Tb08.27P2.630	Tbrucei.chr8.100;Tbrucei.chr8.100	116413;116538	116535;117932	-;-	1518	0
Tb08.27P2.640	Tbrucei.chr8.100	119770	121323	-	1554	0
Tb08.27P2.555	Tbrucei.chr8.100	121405	122568	-	1164	0
Tb08.27P2.650	Tbrucei.chr8.100	123742	125274	-	1533	0
Tb08.27P2.660	Tbrucei.chr8.100;Tbrucei.chr8.100;Tbrucei.chr8.100;Tbrucei.chr8.100	127149;127388;127882;128255	127385;127879;128253;128737	-;-;-;-	1584	0
Tb08.27P2.670	Tbrucei.chr8.100	130435	132060	-	1626	0
Tb08.27P2.680	Tbrucei.chr8.100	133919	135451	-	1533	0
Tb08.27P2.690	Tbrucei.chr8.100;Tbrucei.chr8.100;Tbrucei.chr8.100;Tbrucei.chr8.100	137305;137463;137689;137841	137460;137687;137838;138167	-;-;-;-	858	1
Tb08.27P2.710	Tbrucei.chr8.100;Tbrucei.chr8.100	140061;140245	140243;141519	-;-	1458	1
Tb08.27P2.720	Tbrucei.chr8.100;Tbrucei.chr8.100	144082;144122	144120;145546	-;-	1464	0
Tb10.v4.0204	tryp_X-423d07.p2kB114	936	2336	-	1401	0
Tb10.v4.0205	tryp_X-423d07.p2kB114	6084	7130	-	1047	95
Tb10.v4.0206	tryp_X-423d07.p2kB114	12324	13586	-	1263	0
Tb10.v4.0207	tryp_X-423d07.p2kB114	15001	16368	-	1368	0
Tb10.v4.0208	tryp_X-432f03.p2kB42	777	2129	-	1353	0
Tb10.v4.0209	tryp_X-432f03.p2kB42	3526	5088	-	1563	0
Tb10.v4.0210	tryp_X-432f03.p2kB42	7083	8408	-	1326	0
Tb10.v4.0211	tryp_X-432f03.p2kB42	10345	11775	-	1431	0
Tb11.0610	tryp_XI-1113h05.p1k	4153	5667	+	1515	0
Tb11.0620	tryp_XI-1113h05.p1k	7519	8247	+	729	0
Tb11.1630	tryp_XI-899c04.q1k	13528	14271	+	744	0
Tb11.1640	tryp_XI-899c04.q1k	17139	17516	+	378	0
Tb11.1650	tryp_XI-899c04.q1k	19889	20836	+	948	0
Tb11.1660	tryp_XI-899c04.q1k	24618	25283	+	666	0
Tb11.0200	tryp_XI-1032h01.q1k	394	1134	-	741	0
Tb11.0210	tryp_XI-1032h01.q1k	2077	3249	+	1173	0
Tb11.0220	tryp_XI-1032h01.q1k	4451	5116	+	666	0
Tb11.0230	tryp_XI-1032h01.q1k	5772	7334	+	1563	0
Tb11.0240	tryp_XI-1032h01.q1k	13925	15010	+	1086	0
Tb11.0250	tryp_XI-1032h01.q1k;tryp_XI-1032h01.q1k	17573;18528	18526;18941	+;+	1368	0
Tb11.0260	tryp_XI-1032h01.q1k	27823	29379	-	1557	0
Tb11.0270	tryp_XI-1032h01.q1k	31464	32771	+	1308	0
Tb11.0280	tryp_XI-1032h01.q1k	34518	35159	+	642	0
Tb10.v4.0054	tryp_X-149c07.p1c	338	1918	-	1581	0
Tb10.v4.0055	tryp_X-149c07.p1c;tryp_X-149c07.p1c;tryp_X-149c07.p1c	3826;4190;4655	4098;4639;4774	-;-;-	843	0
Tb10.v4.0056	tryp_X-149c07.p1c	6676	8343	-	1668	0
Tb10.v4.0057	tryp_X-149c07.p1c	8451	9545	-	1095	0
Tb11.0700	tryp_XI-1133d10.q1k	5202	5765	+	564	0
Tb11.0710	tryp_XI-1133d10.q1k	5917	7461	+	1545	0
Tb11.0720	tryp_XI-1133d10.q1k	10331	11797	+	1467	0
Tb11.0730	tryp_XI-1133d10.q1k	13234	13749	+	516	0
Tb11.0740	tryp_XI-1133d10.q1k	13795	14346	+	552	0
Tb11.0750	tryp_XI-1133d10.q1k	14558	16078	+	1521	0
Tb11.1140	tryp_XI-374h12.q2kA203	855	1748	-	894	0
Tb11.1150	tryp_XI-374h12.q2kA203	4293	4763	-	471	0
Tb11.1160	tryp_XI-374h12.q2kA203	5834	6367	-	534	0
Tb11.1170	tryp_XI-374h12.q2kA203	7965	9494	-	1530	0
Tb11.1180	tryp_XI-374h12.q2kA203	15116	16951	+	1836	0
Tb10.v4.0063	tryp_X-174f04.q1c;tryp_X-174f04.q1c	2597;3270	3238;4019	-;-	1392	0
Tb10.v4.0064	tryp_X-174f04.q1c	12637	14127	+	1491	0
Tb10.v4.0065	tryp_X-174f04.q1c	16398	17897	+	1500	0
Tb10.v4.0066	tryp_X-174f04.q1c	19761	20072	+	312	0
Tb10.v4.0067	tryp_X-174f04.q1c	20639	21634	+	996	0
Tb11.0570	tryp_XI-1094c12.q2k740	2554	4125	-	1572	0
Tb11.0580	tryp_XI-1094c12.q2k740	5299	6642	-	1344	0
Tb11.0590	tryp_XI-1094c12.q2k740	9100	10563	-	1464	0
Tb11.0600	tryp_XI-1094c12.q2k740	11720	12196	-	477	0
Tb11.0060	tryp_XI-1011b06.p1k	4753	5436	+	684	0
Tb11.0070	tryp_XI-1011b06.p1k	6567	7289	+	723	0
Tb11.0080	tryp_XI-1011b06.p1k	11822	12454	+	633	0
Tb10.v4.0212	tryp_X-448g06.q1c;tryp_X-448g06.q1c	367;680	678;1633	-;-	1266	0
Tb10.v4.0213	tryp_X-448g06.q1c	9736	10716	-	981	7
Tb10.v4.0214	tryp_X-448g06.q1c	15223	15885	-	663	18
Tb10.v4.0215	tryp_X-448g06.q1c	18121	18603	-	483	224
Tb10.v4.0216	tryp_X-448g06.q1c;tryp_X-448g06.q1c;tryp_X-448g06.q1c	21142;21494;22302	21492;22300;22445	-;-;-	1302	4
Tb10.v4.0217	tryp_X-448g06.q1c	25605	26489	-	885	81
Tb10.v4.0218	tryp_X-448g06.q1c	30364	31338	-	975	1388
Tb10.v4.0219	tryp_X-448g06.q1c	35071	35766	-	696	208
Tb10.v4.0220	tryp_X-448g06.q1c	36829	37806	-	978	218
Tb10.v4.0221	tryp_X-448g06.q1c	39658	40245	-	588	663
Tb10.v4.0084	tryp_X-206a03.p1c	5203	5943	-	741	1
Tb10.v4.0085	tryp_X-206a03.p1c;tryp_X-206a03.p1c;tryp_X-206a03.p1c	8541;9410;9744	9407;9742;10190	-;-;-	1647	1
Tb10.v4.0086	tryp_X-206a03.p1c	11887	13107	-	1221	0
Tb10.v4.0087	tryp_X-206a03.p1c;tryp_X-206a03.p1c;tryp_X-206a03.p1c;tryp_X-206a03.p1c	15357;15458;15880;16224	15455;15850;16203;16709	-;-;-;-	1302	0
Tb10.v4.0088	tryp_X-206a03.p1c	18642	20135	-	1494	0
Tb10.v4.0089	tryp_X-206a03.p1c	22009	23403	-	1395	0
Tb10.v4.0090	tryp_X-206a03.p1c	23647	24585	-	939	1
Tb09.v4.0066	tryp_IXb-217g08.q1c	4828	5154	+	327	1249
Tb09.v4.0067	tryp_IXb-217g08.q1c	5235	6881	-	1647	1980
Tb09.v4.0068	tryp_IXb-217g08.q1c	7318	8250	+	933	0
Tb09.v4.0069	tryp_IXb-217g08.q1c	10562	11536	+	975	0
Tb09.v4.0070	tryp_IXb-217g08.q1c	13659	15167	+	1509	0
Tb09.v4.0071	tryp_IXb-217g08.q1c	20535	21941	+	1407	0
Tb09.v4.0072	tryp_IXb-217g08.q1c;tryp_IXb-217g08.q1c	22764;23047	23045;24183	+;+	1419	0
Tb09.v4.0073	tryp_IXb-217g08.q1c	25983	27434	+	1452	0
Tb09.v4.0074	tryp_IXb-217g08.q1c	28828	30141	+	1314	0
Tb09.v4.0075	tryp_IXb-217g08.q1c	36779	38338	+	1560	0
Tb09.v4.0076	tryp_IXb-217g08.q1c	40261	41046	+	786	0
Tb09.v4.0077	tryp_IXb-217g08.q1c	42308	43777	+	1470	1
Tb09.v4.0078	tryp_IXb-217g08.q1c	45638	46444	+	807	0
Tb09.v4.0079	tryp_IXb-217g08.q1c;tryp_IXb-217g08.q1c	51698;52318	52315;52344	+;+	645	0
Tb09.v4.0080	tryp_IXb-217g08.q1c	53715	54698	+	984	0
Tb09.v4.0081	tryp_IXb-217g08.q1c;tryp_IXb-217g08.q1c;tryp_IXb-217g08.q1c;tryp_IXb-217g08.q1c;tryp_IXb-217g08.q1c;tryp_IXb-217g08.q1c	54844;55082;55629;55997;56242;56312	55080;55627;55994;56239;56310;56392	+;+;+;+;+;+	1542	1
Tb09.v4.0082	tryp_IXb-217g08.q1c;tryp_IXb-217g08.q1c	58121;59532	59530;59606	+;+	1485	0
Tb09.v4.0083	tryp_IXb-217g08.q1c;tryp_IXb-217g08.q1c;tryp_IXb-217g08.q1c;tryp_IXb-217g08.q1c	60688;61026;61118;61533	61023;61115;61531;61655	+;+;+;+	963	1
Tb09.v4.0084	tryp_IXb-217g08.q1c;tryp_IXb-217g08.q1c;tryp_IXb-217g08.q1c	61967;63375;63409	63373;63407;63462	+;+;+	1494	0
Tb09.v4.0085	tryp_IXb-217g08.q1c;tryp_IXb-217g08.q1c;tryp_IXb-217g08.q1c;tryp_IXb-217g08.q1c;tryp_IXb-217g08.q1c	65131;65442;65906;66162;66361	65439;65903;66160;66359;66633	+;+;+;+;+	1497	0
Tb09.v4.0086	tryp_IXb-217g08.q1c	66773	67165	-	393	1
Tb09.v4.0087	tryp_IXb-217g08.q1c;tryp_IXb-217g08.q1c	67885;68555	68553;69439	+;+	1554	1
Tb10.v4.0068	tryp_X-179b07.p1c	4	948	+	945	0
Tb10.v4.0069	tryp_X-179b07.p1c	2114	2488	+	375	0
Tb10.v4.0070	tryp_X-179b07.p1c	4531	6063	+	1533	0
Tb10.v4.0071	tryp_X-179b07.p1c	9898	11532	+	1635	1
Tb10.v4.0072	tryp_X-179b07.p1c	13923	15620	+	1698	1
Tb10.v4.0047	TPB1C9-1a08.q1k	1568	3196	+	1629	0
Tb10.v4.0048	TPB1C9-1a08.q1k	4591	6249	+	1659	0
Tb10.v4.0049	TPB1C9-1a08.q1k	7741	8277	-	537	1
Tb10.v4.0050	TPB1C9-1a08.q1k	9178	9609	+	432	0
Tb10.v4.0051	TPB1C9-1a08.q1k	10223	10708	-	486	2
Tb09.v4.0189	tryp_IXb-73h01.q1c	1	1089	-	1089	0
Tb09.v4.0190	tryp_IXb-73h01.q1c;tryp_IXb-73h01.q1c	3127;3855	3852;4496	-;-	1368	0
Tb09.v4.0191	tryp_IXb-73h01.q1c	6898	8394	-	1497	0
Tb09.v4.0192	tryp_IXb-73h01.q1c	10419	11897	-	1479	1
Tb09.v4.0193	tryp_IXb-73h01.q1c	13374	14741	-	1368	0
Tb09.v4.0194	tryp_IXb-73h01.q1c	16448	18016	-	1569	1
Tb09.v4.0195	tryp_IXb-73h01.q1c;tryp_IXb-73h01.q1c	20332;20856	20853;21833	-;-	1500	0
Tb09.v4.0196	tryp_IXb-73h01.q1c	23109	24608	-	1500	1
Tb09.v4.0197	tryp_IXb-73h01.q1c	26869	28377	-	1509	0
Tb09.v4.0198	tryp_IXb-73h01.q1c	29438	30760	-	1323	1
Tb10.v4.0228	tryp_X-48f04.q1c	1	504	-	504	1
Tb10.v4.0229	tryp_X-48f04.q1c	1457	2854	-	1398	0
Tb10.v4.0230	tryp_X-48f04.q1c;tryp_X-48f04.q1c;tryp_X-48f04.q1c	4296;4601;4821	4550;4738;4937	-;-;-	510	2
Tb10.v4.0231	tryp_X-48f04.q1c	7571	8995	-	1425	0
Tb09.v4.0047	TP29O12a-1b01.p1k	5664	6824	+	1161	0
Tb09.v4.0048	TP29O12a-1b01.p1k;TP29O12a-1b01.p1k	9201;9631	9629;10341	+;+	1140	0
Tb09.v4.0049	TP29O12a-1b01.p1k	14534	15760	+	1227	0
Tb09.v4.0050	TP29O12a-1b01.p1k	17790	19241	+	1452	0
Tb09.v4.0051	TP29O12a-1b01.p1k	21591	23072	+	1482	0
Tb09.v4.0052	TP29O12a-1b01.p1k	24940	26220	+	1281	0
Tb09.v4.0053	TP29O12a-1b01.p1k	27945	28796	+	852	0
Tb10.v4.0197	tryp_X-36a02.p1c;tryp_X-36a02.p1c;tryp_X-36a02.p1c	2169;2494;3072	2492;2958;3197	+;+;+	915	0
Tb10.v4.0198	tryp_X-36a02.p1c	3609	4856	+	1248	1
Tb10.v4.0199	tryp_X-36a02.p1c	6019	6426	+	408	0
Tb10.v4.0200	tryp_X-36a02.p1c	7278	8984	+	1707	1
Tb10.v4.0201	tryp_X-36a02.p1c	9595	10080	+	486	0
Tb10.v4.0202	tryp_X-36a02.p1c	12492	12902	+	411	0
Tb10.v4.0203	tryp_X-36a02.p1c;tryp_X-36a02.p1c	15374;15594	15544;15749	+;+	327	0
Tb09.v4.0146	tryp_IXb-277d03.p1c	1534	2892	+	1359	876
Tb09.v4.0147	tryp_IXb-277d03.p1c	4664	5986	+	1323	617
Tb09.v4.0148	tryp_IXb-277d03.p1c	7760	9064	+	1305	566
Tb09.v4.0149	tryp_IXb-277d03.p1c	10858	12090	+	1233	642
Tb11.1420	tryp_XI-476g10.q2k4126	19599	20921	+	1323	1491
Tb11.1210	tryp_XI-396e01.q2k3025	405	2030	+	1626	959
Tb11.1220	tryp_XI-396e01.q2k3025	2471	3928	+	1458	934
Tb11.1230	tryp_XI-396e01.q2k3025	5809	8064	+	2256	798
Tb11.1240	tryp_XI-396e01.q2k3025	10300	11487	+	1188	808
Tb10.v4.0144	tryp_X-302f11.q1ca	28722	29129	-	408	0
Tb10.v4.0145	tryp_X-302f11.q1ca	29741	31216	-	1476	0
Tb10.v4.0146	tryp_X-302f11.q1ca;tryp_X-302f11.q1ca	33074;34517	34510;34585	-;-	1506	0
Tb10.v4.0147	tryp_X-302f11.q1ca	34899	35768	-	870	0
Tb10.v4.0148	tryp_X-302f11.q1ca;tryp_X-302f11.q1ca	37105;37491	37488;38546	-;-	1440	0
Tb10.v4.0149	tryp_X-302f11.q1ca;tryp_X-302f11.q1ca;tryp_X-302f11.q1ca;tryp_X-302f11.q1ca	40324;40358;40641;41036	40356;40639;41033;41821	-;-;-;-	1494	0
Tb10.v4.0150	tryp_X-302f11.q1ca;tryp_X-302f11.q1ca	44039;44098	44095;45564	-;-	1524	0
Tb10.v4.0151	tryp_X-302f11.q1ca;tryp_X-302f11.q1ca	47329;47400	47397;48854	-;-	1524	0
Tb10.v4.0152	tryp_X-302f11.q1ca	50692	52317	-	1626	1
Tb10.v4.0153	tryp_X-302f11.q1ca;tryp_X-302f11.q1ca	53963;54160	54157;55488	-;-	1524	1
Tb10.v4.0154	tryp_X-302f11.q1ca;tryp_X-302f11.q1ca	57432;57760	57758;58971	-;-	1539	2
Tb10.v4.0155	tryp_X-302f11.q1ca	61147	61512	-	366	3
Tb10.v4.0156	tryp_X-302f11.q1ca	62301	62684	-	384	0
Tb10.v4.0157	tryp_X-302f11.q1ca;tryp_X-302f11.q1ca	63371;63477	63475;64685	-;-	1314	0
Tb11.0050	tryp_XI-1007c06.p1k	10675	11628	-	954	6
Tb11.1000	tryp_XI-270f07.q2k6013	1998	2825	+	828	9
Tb11.1010	tryp_XI-270f07.q2k6013	5237	6199	+	963	19
Tb11.1020	tryp_XI-270f07.q2k6013	8358	9344	+	987	0
Tb10.v4.0245	tryp_X-68d04.q1c	1464	1766	+	303	1568
Tb10.v4.0246	tryp_X-68d04.q1c	2824	4791	+	1968	341
Tb10.v4.0247	tryp_X-68d04.q1c	6598	7677	+	1080	608
Tb10.v4.0248	tryp_X-68d04.q1c	9140	10102	+	963	621
Tb10.v4.0249	tryp_X-68d04.q1c	11239	14739	+	3501	1324
Tb10.v4.0250	tryp_X-68d04.q1c	14751	15887	-	1137	571
Tb11.1270	tryp_XI-431h02.p1k	2754	4085	+	1332	0
Tb11.1280	tryp_XI-431h02.p1k	4783	5586	+	804	0
Tb11.1290	tryp_XI-431h02.p1k	9593	10513	+	921	0
Tb11.1300	tryp_XI-431h02.p1k	12138	13322	+	1185	0
Tb11.1310	tryp_XI-431h02.p1k	13810	14415	+	606	0
Tb10.v4.0058	tryp_X-155h05.q1c	5281	6702	-	1422	0
Tb10.v4.0059	tryp_X-155h05.q1c	6842	7894	-	1053	1
Tb10.v4.0060	tryp_X-155h05.q1c	10060	10701	-	642	0
Tb10.v4.0061	tryp_X-155h05.q1c	11221	12732	-	1512	2
Tb10.v4.0062	tryp_X-155h05.q1c	14452	15756	-	1305	0
Tb11.0910	tryp_XI-256a10.p1c	3074	4720	-	1647	1
Tb11.0920	tryp_XI-256a10.p1c	6599	8068	-	1470	0
Tb11.0930	tryp_XI-256a10.p1c;tryp_XI-256a10.p1c	9555;10172	10169;10639	-;-	1083	0
Tb11.0950	tryp_XI-256a10.p1c	14750	16147	-	1398	1
Tb11.0960	tryp_XI-256a10.p1c	17567	19303	+	1737	1
Tb11.1030	tryp_XI-311f03.p2k913w	3449	4264	+	816	0
Tb11.1040	tryp_XI-311f03.p2k913w	6133	7560	+	1428	0
Tb10.v4.0100	tryp_X-232f09.q1c	1527	3074	-	1548	2
Tb10.v4.0101	tryp_X-232f09.q1c;tryp_X-232f09.q1c	3660;4237	4106;4461	-;-	672	0
Tb10.v4.0102	tryp_X-232f09.q1c	6134	7615	+	1482	0
Tb10.v4.0103	tryp_X-232f09.q1c;tryp_X-232f09.q1c	8895;9754	9746;9870	+;+	969	0
Tb10.v4.0104	tryp_X-232f09.q1c	10185	11456	+	1272	0
Tb11.1560	tryp_XI-887c11.p1k	11639	13174	+	1536	0
Tb11.1570	tryp_XI-887c11.p1k	14245	15372	+	1128	0
Tb09.v4.0041	TP26P4-6c09.p1k;TP26P4-6c09.p1k;TP26P4-6c09.p1k	1327;1881;2381	1878;2378;2803	+;+;+	1473	13
Tb09.v4.0042	TP26P4-6c09.p1k	8439	9041	+	603	15
Tb09.v4.0043	TP26P4-6c09.p1k	13850	15346	-	1497	0
Tb09.v4.0044	TP26P4-6c09.p1k	19413	20819	+	1407	0
Tb09.v4.0045	TP26P4-6c09.p1k	21865	22389	+	525	0
Tb09.v4.0046	TP26P4-6c09.p1k	23117	24394	+	1278	1
Tb11.0970	tryp_XI-266b02.p1c	2385	3224	-	840	0
Tb11.0980	tryp_XI-266b02.p1c	5849	7267	-	1419	0
Tb11.0990	tryp_XI-266b02.p1c	9097	10557	-	1461	0
Tb10.v4.0194	tryp_X-333c11.p1c	983	1639	+	657	0
Tb10.v4.0195	tryp_X-333c11.p1c	3664	4458	+	795	0
Tb10.v4.0196	tryp_X-333c11.p1c	20014	23751	+	3738	0
Tb11.1080	tryp_XI-321e04.q2k4065	5390	6625	+	1236	0
Tb11.1580	tryp_XI-891h01.q1k	8896	10188	-	1293	0
Tb11.1590	tryp_XI-891h01.q1k	12274	13506	-	1233	0
Tb11.1600	tryp_XI-891h01.q1k	14903	16687	-	1785	0
