# Program:featureCounts v1.6.4; Command:"featureCounts" "-p" "-B" "-C" "-M" "-O" "-T" "8" "-t" "CDS" "-g" "gene_id" "-a" "/tmp/230576.1.all.q/genomes/tb927_11/tb927_11.gtf" "-o" "/tmp/230576.1.all.q/P_tot_3/counts.txt" "/tmp/230576.1.all.q/P_tot_3/P_tot_3_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/tmp/230576.1.all.q/P_tot_3/P_tot_3_sorted.bam
Tb927.6.2590	Tb927_06_v5.1	787484	787876	+	393	883
Tb927.6.2600	Tb927_06_v5.1	788851	789282	+	432	2006
Tb927.6.2610	Tb927_06_v5.1	790060	790347	+	288	794
Tb927.6.2620	Tb927_06_v5.1	790731	791264	+	534	942
Tb927.6.2630	Tb927_06_v5.1	791692	793011	+	1320	1540
Tb927.6.2640	Tb927_06_v5.1	793568	795169	+	1602	2556
Tb927.6.2650	Tb927_06_v5.1	798131	800404	+	2274	1936
Tb927.6.2660	Tb927_06_v5.1	800724	804050	+	3327	3867
Tb927.6.2670	Tb927_06_v5.1	804313	805197	+	885	464
Tb927.6.2680	Tb927_06_v5.1	805537	806031	+	495	743
Tb927.6.2690	Tb927_06_v5.1	807824	809743	+	1920	2610
Tb927.6.2700	Tb927_06_v5.1	811073	811333	+	261	1175
Tb927.6.2710	Tb927_06_v5.1	812991	815276	+	2286	2934
Tb927.6.2720	Tb927_06_v5.1	815953	817032	+	1080	1785
Tb927.6.2730	Tb927_06_v5.1;Tb927_06_v5.1	817533;817710	823067;823067	+;+	5535	3933
Tb927.6.2740	Tb927_06_v5.1	823608	824510	+	903	8442
Tb927.6.2750	Tb927_06_v5.1	825105	825839	+	735	964
Tb927.6.2760	Tb927_06_v5.1	826200	830705	+	4506	1197
Tb927.6.2770	Tb927_06_v5.1	831252	834530	+	3279	3203
Tb927.6.2780	Tb927_06_v5.1	834953	835816	+	864	903
Tb927.6.2790	Tb927_06_v5.1	836359	837357	+	999	13059
Tb927.6.2800	Tb927_06_v5.1	839182	841824	+	2643	1636
Tb927.6.2810	Tb927_06_v5.1	842490	844064	+	1575	1085
Tb927.6.2820	Tb927_06_v5.1	844493	845257	+	765	883
Tb927.6.2830	Tb927_06_v5.1	846338	847684	+	1347	425
Tb927.6.2840	Tb927_06_v5.1	849224	850660	+	1437	2047
Tb927.6.2850	Tb927_06_v5.1	851667	853349	+	1683	704
Tb927.6.2860	Tb927_06_v5.1	859092	860459	+	1368	1261
Tb927.6.2870	Tb927_06_v5.1	861305	862702	+	1398	252
Tb927.6.2880	Tb927_06_v5.1	863803	867060	+	3258	2959
Tb927.6.2890	Tb927_06_v5.1	868432	869262	+	831	538
Tb927.6.2900	Tb927_06_v5.1	870435	872642	+	2208	1962
Tb927.6.2910	Tb927_06_v5.1	873465	874598	+	1134	1427
Tb927.6.2920	Tb927_06_v5.1	874885	877137	+	2253	1450
Tb927.6.2930	Tb927_06_v5.1	877717	879306	+	1590	1753
Tb927.6.2940	Tb927_06_v5.1	879851	880606	+	756	1278
Tb927.6.2950	Tb927_06_v5.1	881264	882157	+	894	514
Tb927.6.2960	Tb927_06_v5.1	882892	885969	+	3078	2174
Tb927.6.2970	Tb927_06_v5.1	886206	887492	+	1287	836
Tb927.6.2980	Tb927_06_v5.1	887744	890821	+	3078	2269
Tb927.6.2990	Tb927_06_v5.1	891237	892235	+	999	984
Tb927.6.3000	Tb927_06_v5.1	892527	893573	+	1047	1332
Tb927.6.3010	Tb927_06_v5.1	895766	897643	+	1878	915
Tb927.6.3020	Tb927_06_v5.1	898968	899834	+	867	781
Tb927.6.3030	Tb927_06_v5.1	900273	902759	+	2487	2172
Tb927.6.3040	Tb927_06_v5.1	903517	904239	+	723	821
Tb927.6.3050	Tb927_06_v5.1	904935	906566	+	1632	2136
Tb927.6.3060	Tb927_06_v5.1	907031	907741	+	711	496
Tb927.6.3070	Tb927_06_v5.1	908128	909141	+	1014	1041
Tb927.6.3080	Tb927_06_v5.1	910535	911086	+	552	950
Tb927.6.3090	Tb927_06_v5.1	912279	917144	+	4866	4543
Tb927.6.3100	Tb927_06_v5.1	918201	919508	+	1308	2456
Tb927.6.3110	Tb927_06_v5.1	919976	921295	+	1320	1737
Tb927.6.3120	Tb927_06_v5.1	921717	922607	+	891	256
Tb927.6.3130	Tb927_06_v5.1	923896	925239	+	1344	1282
Tb927.6.3140	Tb927_06_v5.1	925945	926232	+	288	579
Tb927.6.3150	Tb927_06_v5.1	927480	941045	+	13566	6628
Tb927.6.3160	Tb927_06_v5.1	942151	943779	+	1629	2116
Tb927.6.3170	Tb927_06_v5.1	944321	945766	+	1446	1674
Tb927.6.3180	Tb927_06_v5.1	946793	948271	+	1479	3090
Tb927.6.3190	Tb927_06_v5.1	949408	951054	+	1647	2152
Tb927.6.3200	Tb927_06_v5.1	951442	951777	+	336	349
Tb927.6.3210	Tb927_06_v5.1	952233	952766	+	534	628
Tb927.6.3220	Tb927_06_v5.1	953077	956316	+	3240	1184
Tb927.6.3230	Tb927_06_v5.1	957190	958578	+	1389	1745
Tb927.6.3240	Tb927_06_v5.1	959448	960263	+	816	603
Tb927.6.3250	Tb927_06_v5.1	961657	962628	+	972	1251
Tb927.6.3260	Tb927_06_v5.1	963197	964327	+	1131	686
Tb927.6.3270	Tb927_06_v5.1	965318	965923	+	606	466
Tb927.6.3280	Tb927_06_v5.1	966763	972276	+	5514	2914
Tb927.6.3290	Tb927_06_v5.1	972730	973122	+	393	664
Tb927.6.3300	Tb927_06_v5.1	973717	975009	+	1293	2282
Tb927.6.3310	Tb927_06_v5.1	975469	978501	+	3033	2403
Tb927.6.3320	Tb927_06_v5.1	978989	979708	+	720	510
Tb927.6.3330	Tb927_06_v5.1	980257	981150	+	894	1024
Tb927.6.3340	Tb927_06_v5.1	981464	982090	+	627	907
Tb927.6.3350	Tb927_06_v5.1	982414	984009	+	1596	1820
Tb927.6.3360	Tb927_06_v5.1	984345	984836	+	492	438
Tb927.6.3380	Tb927_06_v5.1	992283	992552	+	270	0
Tb927.6.3390	Tb927_06_v5.1	993642	995018	+	1377	3
Tb927.6.3400	Tb927_06_v5.1	995715	996401	-	687	5
Tb927.6.3410	Tb927_06_v5.1	1007453	1008388	-	936	110
Tb927.6.3420	Tb927_06_v5.1	1008864	1009913	-	1050	1773
Tb927.6.3430	Tb927_06_v5.1	1011461	1014001	-	2541	1186
Tb927.6.3440	Tb927_06_v5.1	1014417	1015478	-	1062	1348
Tb927.6.3450	Tb927_06_v5.1	1015911	1018352	-	2442	2460
Tb927.6.3460	Tb927_06_v5.1	1018665	1020359	-	1695	1405
Tb927.6.3470	Tb927_06_v5.1	1021052	1021816	-	765	289
Tb927.6.3480	Tb927_06_v5.1	1027974	1029017	-	1044	110
Tb927.6.3490	Tb927_06_v5.1	1037004	1037312	-	309	622
Tb927.6.3500	Tb927_06_v5.1	1038418	1045128	-	6711	5494
Tb927.6.3510	Tb927_06_v5.1	1045691	1047298	-	1608	1183
Tb927.6.3520	Tb927_06_v5.1	1047814	1049766	-	1953	1757
Tb927.6.3530	Tb927_06_v5.1	1050572	1051414	-	843	1275
Tb927.6.3540	Tb927_06_v5.1	1052145	1053245	-	1101	1410
Tb927.6.3550	Tb927_06_v5.1;Tb927_06_v5.1	1056159;1056159	1059425;1059749	-;-	3591	1832
Tb927.6.3560	Tb927_06_v5.1	1060992	1065440	-	4449	3894
Tb927.6.3570	Tb927_06_v5.1	1066024	1067925	-	1902	1811
Tb927.6.3580	Tb927_06_v5.1	1068311	1071052	-	2742	1820
Tb927.6.3590	Tb927_06_v5.1;Tb927_06_v5.1	1071325;1071325	1073400;1074660	-;-	3336	3517
Tb927.6.3600	Tb927_06_v5.1	1075115	1076434	-	1320	2238
Tb927.6.3610	Tb927_06_v5.1	1076932	1077969	-	1038	856
Tb927.6.3620	Tb927_06_v5.1;Tb927_06_v5.1	1080058;1080058	1080675;1081287	-;-	1230	238
Tb927.6.3630	Tb927_06_v5.1	1081858	1083474	-	1617	2824
Tb927.6.3640	Tb927_06_v5.1	1084721	1086406	-	1686	694
Tb927.6.3650	Tb927_06_v5.1	1087819	1088370	-	552	2764
Tb927.6.3660	Tb927_06_v5.1	1089107	1089937	-	831	1264
Tb927.6.3670	Tb927_06_v5.1	1090477	1100145	-	9669	7814
Tb927.6.3680	Tb927_06_v5.1	1100712	1101452	-	741	2034
Tb927.6.3690	Tb927_06_v5.1	1101787	1103058	-	1272	2082
Tb927.6.3700	Tb927_06_v5.1	1103443	1104213	-	771	1262
Tb927.6.3710	Tb927_06_v5.1	1105608	1107764	-	2157	1390
Tb927.6.3720	Tb927_06_v5.1	1108869	1110881	-	2013	1704
Tb927.6.3730	Tb927_06_v5.1	1111468	1112388	-	921	819
Tb927.6.3740	Tb927_06_v5.1	1112893	1114866	-	1974	9822
Tb927.6.3750	Tb927_06_v5.1	1115452	1117425	-	1974	13697
Tb927.6.3755	Tb927_06_v5.1	1118274	1118369	-	96	582
Tb927.6.3760	Tb927_06_v5.1	1118856	1119872	-	1017	893
Tb927.6.3770	Tb927_06_v5.1	1120231	1120857	-	627	1187
Tb927.6.3780	Tb927_06_v5.1	1121338	1122777	-	1440	903
Tb927.6.3790	Tb927_06_v5.1	1123077	1125464	-	2388	2881
Tb927.6.3800	Tb927_06_v5.1	1126408	1128381	-	1974	10385
Tb927.6.3810	Tb927_06_v5.1;Tb927_06_v5.1	1128949;1128949	1130319;1130484	-;-	1536	1594
Tb927.6.3820	Tb927_06_v5.1	1131402	1133945	-	2544	2513
Tb927.6.3830	Tb927_06_v5.1	1135395	1136744	-	1350	537
Tb927.6.3840	Tb927_06_v5.1	1139327	1139887	-	561	4141
Tb927.6.3850	Tb927_06_v5.1	1140866	1141735	-	870	339
Tb927.6.3860	Tb927_06_v5.1	1142568	1143743	-	1176	559
Tb927.6.3870	Tb927_06_v5.1	1144969	1145613	-	645	1503
Tb927.6.3880	Tb927_06_v5.1	1147974	1149476	-	1503	157
Tb927.6.3890	Tb927_06_v5.1	1150645	1151688	-	1044	1536
Tb927.6.3900	Tb927_06_v5.1	1152745	1154628	-	1884	1404
Tb927.6.3910	Tb927_06_v5.1	1155134	1155424	-	291	395
Tb927.6.3920	Tb927_06_v5.1	1156031	1156510	-	480	1012
Tb927.6.3930	Tb927_06_v5.1	1156851	1158131	-	1281	1583
Tb927.6.3940	Tb927_06_v5.1	1158961	1160055	-	1095	2105
Tb927.6.3950	Tb927_06_v5.1	1161262	1161753	-	492	2001
Tb927.6.3960	Tb927_06_v5.1	1163778	1164746	-	969	625
Tb927.6.3970	Tb927_06_v5.1	1165178	1166002	-	825	1024
Tb927.6.3980	Tb927_06_v5.1	1166942	1167805	-	864	760
Tb927.6.3990	Tb927_06_v5.1	1169099	1171234	-	2136	2125
Tb927.6.4000	Tb927_06_v5.1	1173822	1175072	-	1251	4464
Tb927.6.4010	Tb927_06_v5.1	1175620	1175778	-	159	2277
Tb927.6.4020	Tb927_06_v5.1	1176423	1176743	-	321	1227
Tb927.6.4030	Tb927_06_v5.1	1177461	1178252	-	792	968
Tb927.6.4040	Tb927_06_v5.1	1178691	1179416	-	726	1231
Tb927.6.4050	Tb927_06_v5.1	1180291	1181112	-	822	451
Tb927.6.4060	Tb927_06_v5.1	1181986	1182369	-	384	373
Tb927.6.4070	Tb927_06_v5.1	1182768	1183553	-	786	2767
Tb927.6.4080	Tb927_06_v5.1	1183872	1184489	-	618	1484
Tb927.6.4090	Tb927_06_v5.1	1185133	1186758	-	1626	3014
Tb927.6.4100	Tb927_06_v5.1	1187231	1189624	-	2394	3205
Tb927.6.4120	Tb927_06_v5.1	1190435	1191616	-	1182	1080
Tb927.6.4130	Tb927_06_v5.1	1192409	1192723	-	315	2960
Tb927.6.4140	Tb927_06_v5.1	1194763	1195110	-	348	5882
Tb927.6.4150	Tb927_06_v5.1	1196438	1197079	-	642	662
Tb927.6.4160	Tb927_06_v5.1;Tb927_06_v5.1	1197350;1197350	1198240;1198438	-;-	1089	1690
Tb927.6.4170	Tb927_06_v5.1	1199360	1200553	-	1194	1022
Tb927.6.4180	Tb927_06_v5.1	1201473	1201922	-	450	1970
Tb927.6.4190	Tb927_06_v5.1	1202609	1204255	-	1647	1724
Tb927.6.4200	Tb927_06_v5.1	1204601	1205935	-	1335	2049
Tb927.6.4210	Tb927_06_v5.1	1206538	1208325	-	1788	4917
Tb927.6.4220	Tb927_06_v5.1	1209784	1210923	-	1140	1361
Tb927.6.4230	Tb927_06_v5.1	1211434	1212936	-	1503	834
Tb927.6.4240	Tb927_06_v5.1;Tb927_06_v5.1	1213253;1213253	1213456;1213816	-;-	564	1067
Tb927.6.4250	Tb927_06_v5.1	1214157	1214867	-	711	1585
Tb927.6.4260	Tb927_06_v5.1	1215539	1216510	-	972	2151
Tb927.6.4270	Tb927_06_v5.1	1217303	1218013	-	711	940
Tb927.6.4280	Tb927_06_v5.1	1218552	1219631	-	1080	18586
Tb927.6.4290	Tb927_06_v5.1	1219898	1220674	-	777	1394
Tb927.6.4300	Tb927_06_v5.1	1221154	1222233	-	1080	18271
Tb927.6.4310	Tb927_06_v5.1	1222500	1223240	-	741	944
Tb927.6.4320	Tb927_06_v5.1	1223573	1224772	-	1200	3653
Tb927.6.4330	Tb927_06_v5.1	1225180	1225722	-	543	1127
Tb927.6.4340	Tb927_06_v5.1	1226294	1226647	-	354	944
Tb927.6.4350	Tb927_06_v5.1	1227177	1228040	-	864	1227
Tb927.6.4360	Tb927_06_v5.1	1228784	1229188	-	405	913
Tb927.6.4370	Tb927_06_v5.1	1229843	1231363	-	1521	4203
Tb927.6.4380	Tb927_06_v5.1	1232008	1233276	-	1269	1900
Tb927.6.4390	Tb927_06_v5.1	1234638	1237973	-	3336	1757
Tb927.6.4400	Tb927_06_v5.1	1238419	1240230	-	1812	1628
Tb927.6.4410	Tb927_06_v5.1	1240697	1241809	-	1113	1142
Tb927.6.4420	Tb927_06_v5.1	1243221	1244279	-	1059	3629
Tb927.6.4430	Tb927_06_v5.1	1244622	1245629	-	1008	1689
Tb927.6.4440	Tb927_06_v5.1	1247039	1248097	-	1059	7613
Tb927.6.4450	Tb927_06_v5.1	1248296	1250107	-	1812	2297
Tb927.6.4460	Tb927_06_v5.1	1250574	1251686	-	1113	1114
Tb927.6.4470	Tb927_06_v5.1	1255609	1256586	-	978	5038
Tb927.6.4480	Tb927_06_v5.1	1257255	1260182	-	2928	7653
Tb927.6.4490	Tb927_06_v5.1	1261803	1262306	-	504	1339
Tb927.6.4500	Tb927_06_v5.1	1262989	1263600	-	612	4413
Tb927.6.4510	Tb927_06_v5.1	1264148	1265125	-	978	1729
Tb927.6.4520	Tb927_06_v5.1	1265516	1266826	-	1311	2761
Tb927.6.4530	Tb927_06_v5.1	1268108	1268569	-	462	1127
Tb927.6.4540	Tb927_06_v5.1	1270202	1271506	-	1305	3141
Tb927.6.4550	Tb927_06_v5.1	1272859	1275264	-	2406	3586
Tb927.6.4560	Tb927_06_v5.1	1275568	1276791	-	1224	1960
Tb927.6.4570	Tb927_06_v5.1	1277156	1277581	-	426	1666
Tb927.6.4580	Tb927_06_v5.1	1277883	1278167	-	285	1052
Tb927.6.4590	Tb927_06_v5.1;Tb927_06_v5.1	1285581;1285659	1287404;1287404	+;+	1824	3424
Tb927.6.4600	Tb927_06_v5.1	1287787	1290687	+	2901	3279
Tb927.6.4610	Tb927_06_v5.1	1290871	1292112	+	1242	1708
Tb927.6.4620	Tb927_06_v5.1	1292504	1292971	+	468	1001
Tb927.6.4630	Tb927_06_v5.1	1293226	1294326	+	1101	3060
Tb927.6.4640	Tb927_06_v5.1	1295701	1298415	+	2715	3085
Tb927.6.4650	Tb927_06_v5.1	1298802	1299872	+	1071	2700
Tb927.6.4660	Tb927_06_v5.1	1300821	1302440	+	1620	1562
Tb927.6.4670	Tb927_06_v5.1	1303156	1304232	+	1077	4187
Tb927.6.4680	Tb927_06_v5.1	1305230	1306084	+	855	1446
Tb927.6.4690	Tb927_06_v5.1	1307406	1307969	+	564	22910
Tb927.6.4700	Tb927_06_v5.1	1308862	1309833	+	972	1528
Tb927.6.4710	Tb927_06_v5.1	1310631	1312652	+	2022	2339
Tb927.6.4720	Tb927_06_v5.1	1313724	1314341	+	618	423
Tb927.6.4730	Tb927_06_v5.1	1314993	1315661	+	669	539
Tb927.6.4740	Tb927_06_v5.1	1317878	1320760	+	2883	3386
Tb927.6.4750	Tb927_06_v5.1	1321609	1323483	+	1875	2516
Tb927.6.4760	Tb927_06_v5.1	1324623	1327007	+	2385	2264
Tb927.6.4770	Tb927_06_v5.1	1328290	1330497	+	2208	1334
Tb927.6.4780	Tb927_06_v5.1;Tb927_06_v5.1	1333904;1334045	1336144;1336144	+;+	2241	4511
Tb927.6.4790	Tb927_06_v5.1	1336586	1337071	+	486	1187
Tb927.6.4800	Tb927_06_v5.1	1337604	1338860	+	1257	1828
Tb927.6.4810	Tb927_06_v5.1	1339337	1339690	+	354	491
Tb927.6.4820	Tb927_06_v5.1	1340916	1341707	+	792	984
Tb927.6.4830	Tb927_06_v5.1	1342104	1343696	+	1593	1945
Tb927.6.4840	Tb927_06_v5.1	1344594	1345787	+	1194	3421
Tb927.6.4850	Tb927_06_v5.1	1346700	1347893	+	1194	2542
Tb927.6.4860	Tb927_06_v5.1	1348806	1349999	+	1194	2826
Tb927.6.4870	Tb927_06_v5.1	1350910	1352103	+	1194	3036
Tb927.6.4880	Tb927_06_v5.1	1353016	1354209	+	1194	2427
Tb927.6.4890	Tb927_06_v5.1	1355122	1356315	+	1194	3010
Tb927.6.4900	Tb927_06_v5.1	1357227	1358420	+	1194	3507
Tb927.6.4910	Tb927_06_v5.1	1359331	1360524	+	1194	3501
Tb927.6.4920	Tb927_06_v5.1	1361435	1362628	+	1194	3597
Tb927.6.4930	Tb927_06_v5.1;Tb927_06_v5.1	1362921;1362972	1363664;1363664	+;+	744	1101
Tb927.6.4940	Tb927_06_v5.1	1363773	1365182	+	1410	2322
Tb927.6.4950	Tb927_06_v5.1	1365428	1365931	+	504	1725
Tb927.6.4960	Tb927_06_v5.1	1366188	1366973	+	786	751
Tb927.6.4970	Tb927_06_v5.1	1367566	1369737	+	2172	4605
Tb927.6.4980	Tb927_06_v5.1	1370239	1370673	+	435	21418
Tb927.6.4990	Tb927_06_v5.1	1370982	1371530	+	549	4319
Tb927.6.5000	Tb927_06_v5.1	1372090	1373274	+	1185	1535
Tb927.6.5010	Tb927_06_v5.1	1373762	1374916	+	1155	1293
Tb927.6.5020	Tb927_06_v5.1	1377034	1377675	+	642	398
Tb927.6.5030	Tb927_06_v5.1	1378650	1380308	+	1659	1596
Tb927.6.5040	Tb927_06_v5.1	1380714	1381328	+	615	20693
Tb927.6.5050	Tb927_06_v5.1	1381837	1382511	+	675	1659
Tb927.6.5060	Tb927_06_v5.1	1383132	1383587	+	456	1356
Tb927.6.5070	Tb927_06_v5.1	1383939	1385303	+	1365	5793
Tb927.6.5080	Tb927_06_v5.1	1386635	1388335	+	1701	3429
Tb927.6.5090	Tb927_06_v5.1	1390185	1392644	+	2460	3039
Tb927.6.5095	Tb927_06_v5.1	1393473	1393691	+	219	3216
Tb927.6.5100	Tb927_06_v5.1	1394258	1396783	+	2526	1976
Tb927.6.5110	Tb927_06_v5.1	1397764	1401576	+	3813	4453
Tb927.6.5120	Tb927_06_v5.1	1401849	1402172	+	324	9882
Tb927.6.5130	Tb927_06_v5.1	1402449	1402772	+	324	4806
Tb927.6.5140	Tb927_06_v5.1	1403033	1403695	+	663	1053
Tb927.6.5150	Tb927_06_v5.1	1404693	1413533	+	8841	8622
Tb927.6.5160	Tb927_06_v5.1	1421549	1423291	+	1743	132
Tb927.6.5170	Tb927_06_v5.1	1426713	1427723	+	1011	101
Tb927.6.5180	Tb927_06_v5.1	1433496	1435007	+	1512	347
Tb927.6.5190	Tb927_06_v5.1	1436236	1438173	+	1938	131
Tb927.6.5200	Tb927_06_v5.1	1439226	1439537	+	312	0
Tb927.6.5210	Tb927_06_v5.1	1444311	1445879	-	1569	0
Tb927.6.5220	Tb927_06_v5.1	1447145	1447360	-	216	0
Tb927.6.5230	Tb927_06_v5.1	1448010	1449503	-	1494	0
Tb927.6.5240	Tb927_06_v5.1	1451185	1452651	-	1467	1
Tb927.6.5250	Tb927_06_v5.1	1454310	1454681	-	372	0
Tb927.6.5260	Tb927_06_v5.1	1455529	1456914	-	1386	0
Tb927.6.5270	Tb927_06_v5.1	1457224	1458246	-	1023	0
Tb927.6.5280	Tb927_06_v5.1	1459003	1460601	-	1599	2
Tb927.6.5290	Tb927_06_v5.1	1462549	1463967	-	1419	0
Tb927.6.5300	Tb927_06_v5.1	1464297	1466018	-	1722	0
Tb927.6.5310	Tb927_06_v5.1	1466031	1466990	-	960	0
Tb927.6.5320	Tb927_06_v5.1	1468438	1469631	-	1194	0
Tb927.6.5330	Tb927_06_v5.1	1471526	1473031	-	1506	0
Tb927.6.5350	Tb927_06_v5.1	1475189	1476637	-	1449	1
Tb927.6.5360	Tb927_06_v5.1	1477743	1478378	-	636	0
Tb927.6.5370	Tb927_06_v5.1	1480781	1482244	-	1464	0
Tb927.6.5380	Tb927_06_v5.1	1490581	1491210	-	630	0
Tb927.6.5390	Tb927_06_v5.1	1493022	1494614	-	1593	0
Tb927.6.5400	Tb927_06_v5.1	1494812	1495792	-	981	0
Tb927.6.5410	Tb927_06_v5.1	1496829	1498322	-	1494	0
Tb927.6.5420	Tb927_06_v5.1	1499650	1501206	-	1557	2
Tb927.6.5430	Tb927_06_v5.1	1502981	1504417	-	1437	0
Tb927.6.5440	Tb927_06_v5.1	1505438	1506925	-	1488	0
Tb927.6.5450	Tb927_06_v5.1	1509044	1510516	-	1473	0
Tb927.6.5460	Tb927_06_v5.1	1511910	1513160	-	1251	0
Tb927.6.5470	Tb927_06_v5.1	1514870	1516435	-	1566	0
Tb927.6.5480	Tb927_06_v5.1	1522493	1523905	-	1413	0
Tb927.6.5490	Tb927_06_v5.1	1524124	1525212	-	1089	0
Tb927.6.5500	Tb927_06_v5.1	1526394	1527878	-	1485	0
Tb927.6.5510	Tb927_06_v5.1	1528102	1529187	-	1086	0
Tb927.6.5520	Tb927_06_v5.1	1530350	1531843	-	1494	0
Tb927.6.5530	Tb927_06_v5.1	1533042	1534610	-	1569	0
Tb927.6.5540	Tb927_06_v5.1	1535532	1537172	-	1641	0
Tb927.6.5550	Tb927_06_v5.1	1539037	1540536	-	1500	0
Tb927.6.5560	Tb927_06_v5.1	1541528	1543015	-	1488	0
Tb927.6.5570	Tb927_06_v5.1	1545267	1545728	-	462	0
Tb927.6.5580	Tb927_06_v5.1	1551604	1552224	-	621	0
Tb927.6.5590	Tb927_06_v5.1	1553303	1554901	-	1599	0
Tb927.6.5600	Tb927_06_v5.1	1557003	1558562	-	1560	0
Tb927.6.5610	Tb927_06_v5.1	1560558	1562138	-	1581	0
Tb927.6.5620	Tb927_06_v5.1	1563724	1565211	-	1488	0
Tb927.6.5630	Tb927_06_v5.1	1566320	1567798	-	1479	1
Tb927.6.5640	Tb927_06_v5.1	1568856	1570346	-	1491	0
Tb927.6.5650	Tb927_06_v5.1	1572983	1574560	-	1578	0
Tb927.6.5660	Tb927_06_v5.1	1576197	1577732	-	1536	0
Tb927.6.5670	Tb927_06_v5.1	1579570	1581078	-	1509	0
Tb927.6.5680	Tb927_06_v5.1	1581626	1582375	-	750	0
Tb927.6.5690	Tb927_06_v5.1	1583761	1584174	-	414	0
Tb927.6.5700	Tb927_06_v5.1	1586589	1586972	-	384	0
Tb927.6.5710	Tb927_06_v5.1	1587574	1589097	-	1524	0
Tb927.6.5720	Tb927_06_v5.1	1589277	1590107	-	831	1
Tb927.6.5730	Tb927_06_v5.1	1591055	1592530	-	1476	1
Tb927.6.5740	Tb927_06_v5.1	1594443	1595975	-	1533	0
Tb927.6.5750	Tb927_06_v5.1	1596848	1597507	-	660	0
Tb927.6.5760	Tb927_06_v5.1	1599605	1601179	-	1575	0
Tb927.6.5770	Tb927_06_v5.1	1601461	1602456	-	996	0
Tb927.6.5780	Tb927_06_v5.1	1603494	1605002	-	1509	0
Tb927.6.5790	Tb927_06_v5.1	1607472	1608983	-	1512	0
Tb927.6.5800	Tb927_06_v5.1	1610263	1610565	-	303	0
Tb927.6.5810	Tb927_06_v5.1	1610845	1612053	+	1209	0
Tb927.6.5820	Tb927_06_v5.1	1612060	1613172	-	1113	0
Tb927.6.5830	Tb927_06_v5.1	1614636	1616066	-	1431	0
Tb927.3.100	Tb927_03_v5.1	74	1183	+	1110	0
Tb927.3.110	Tb927_03_v5.1	1251	2402	+	1152	0
Tb927.3.120	Tb927_03_v5.1	2731	4221	+	1491	0
Tb927.3.130	Tb927_03_v5.1	5468	5881	+	414	0
Tb927.3.140	Tb927_03_v5.1;Tb927_03_v5.1;Tb927_03_v5.1	6998;7209;8059	7207;8057;8472	+;+;+	1473	0
Tb927.3.150	Tb927_03_v5.1	10161	11765	+	1605	0
Tb927.3.160	Tb927_03_v5.1	12861	13874	+	1014	0
Tb927.3.170	Tb927_03_v5.1	14316	15878	+	1563	0
Tb927.3.180	Tb927_03_v5.1	17916	19466	+	1551	2
Tb927.3.190	Tb927_03_v5.1	21584	23056	+	1473	0
Tb927.3.200	Tb927_03_v5.1	23761	24075	+	315	0
Tb927.3.210	Tb927_03_v5.1	31010	32719	+	1710	0
Tb927.3.220	Tb927_03_v5.1	34701	35711	+	1011	0
Tb927.3.230	Tb927_03_v5.1	37496	38950	+	1455	0
Tb927.3.240	Tb927_03_v5.1	40291	41799	+	1509	0
Tb927.3.250	Tb927_03_v5.1	42899	43861	+	963	0
Tb927.3.260	Tb927_03_v5.1	44118	44585	+	468	0
Tb927.3.270	Tb927_03_v5.1	45650	47125	+	1476	0
Tb927.3.280	Tb927_03_v5.1	49532	51097	+	1566	0
Tb927.3.290	Tb927_03_v5.1	51868	52860	+	993	0
Tb927.3.300	Tb927_03_v5.1	53031	54617	+	1587	0
Tb927.3.310	Tb927_03_v5.1	56056	57630	+	1575	0
Tb927.3.320	Tb927_03_v5.1	58910	60421	+	1512	1
Tb927.3.330	Tb927_03_v5.1	62229	63686	+	1458	0
Tb927.3.340	Tb927_03_v5.1	65865	67445	+	1581	1
Tb927.3.350	Tb927_03_v5.1	69280	70776	+	1497	0
Tb927.3.360	Tb927_03_v5.1	72974	74506	+	1533	0
Tb927.3.370	Tb927_03_v5.1	76331	77962	+	1632	0
Tb927.3.380	Tb927_03_v5.1	78807	79256	+	450	0
Tb927.3.390	Tb927_03_v5.1	80676	82214	+	1539	0
Tb927.3.400	Tb927_03_v5.1	84061	85593	+	1533	0
Tb927.3.410	Tb927_03_v5.1	87879	89384	+	1506	0
Tb927.3.420	Tb927_03_v5.1	90838	92412	+	1575	0
Tb927.3.430	Tb927_03_v5.1	94159	94785	+	627	0
Tb927.3.440	Tb927_03_v5.1	95058	96632	+	1575	0
Tb927.3.450	Tb927_03_v5.1	97480	98052	+	573	0
Tb927.3.460	Tb927_03_v5.1	98736	99839	+	1104	0
Tb927.3.470	Tb927_03_v5.1	100001	101521	+	1521	0
Tb927.3.480	Tb927_03_v5.1	102564	104150	+	1587	0
Tb927.3.490	Tb927_03_v5.1	105461	106990	+	1530	0
Tb927.3.500	Tb927_03_v5.1	108301	109884	+	1584	0
Tb927.3.510	Tb927_03_v5.1	113685	114371	+	687	0
Tb927.3.520	Tb927_03_v5.1	116511	117503	-	993	12
Tb927.3.530	Tb927_03_v5.1	117548	118207	-	660	1
Tb927.3.540	Tb927_03_v5.1	118749	118928	-	180	0
Tb927.3.550	Tb927_03_v5.1	119582	120562	-	981	5
Tb927.3.560	Tb927_03_v5.1	120686	121789	-	1104	8
