# Program:featureCounts v1.6.4; Command:"featureCounts" "-p" "-B" "-C" "-M" "-O" "-T" "8" "-t" "CDS" "-g" "gene_id" "-a" "/tmp/230569.1.all.q/genomes/tb927_11/tb927_11.gtf" "-o" "/tmp/230569.1.all.q/P_pol_1/counts.txt" "/tmp/230569.1.all.q/P_pol_1/P_pol_1_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/tmp/230569.1.all.q/P_pol_1/P_pol_1_sorted.bam
Tb927.6.4760	Tb927_06_v5.1	1324623	1327007	+	2385	1564
Tb927.6.4770	Tb927_06_v5.1	1328290	1330497	+	2208	1108
Tb927.6.4780	Tb927_06_v5.1;Tb927_06_v5.1	1333904;1334045	1336144;1336144	+;+	2241	4795
Tb927.6.4790	Tb927_06_v5.1	1336586	1337071	+	486	446
Tb927.6.4800	Tb927_06_v5.1	1337604	1338860	+	1257	1803
Tb927.6.4810	Tb927_06_v5.1	1339337	1339690	+	354	517
Tb927.6.4820	Tb927_06_v5.1	1340916	1341707	+	792	1180
Tb927.6.4830	Tb927_06_v5.1	1342104	1343696	+	1593	1621
Tb927.6.4840	Tb927_06_v5.1	1344594	1345787	+	1194	3742
Tb927.6.4850	Tb927_06_v5.1	1346700	1347893	+	1194	2595
Tb927.6.4860	Tb927_06_v5.1	1348806	1349999	+	1194	2910
Tb927.6.4870	Tb927_06_v5.1	1350910	1352103	+	1194	2991
Tb927.6.4880	Tb927_06_v5.1	1353016	1354209	+	1194	2394
Tb927.6.4890	Tb927_06_v5.1	1355122	1356315	+	1194	2927
Tb927.6.4900	Tb927_06_v5.1	1357227	1358420	+	1194	3580
Tb927.6.4910	Tb927_06_v5.1	1359331	1360524	+	1194	3675
Tb927.6.4920	Tb927_06_v5.1	1361435	1362628	+	1194	3797
Tb927.6.4930	Tb927_06_v5.1;Tb927_06_v5.1	1362921;1362972	1363664;1363664	+;+	744	1381
Tb927.6.4940	Tb927_06_v5.1	1363773	1365182	+	1410	1960
Tb927.6.4950	Tb927_06_v5.1	1365428	1365931	+	504	2264
Tb927.6.4960	Tb927_06_v5.1	1366188	1366973	+	786	575
Tb927.6.4970	Tb927_06_v5.1	1367566	1369737	+	2172	5162
Tb927.6.4980	Tb927_06_v5.1	1370239	1370673	+	435	32459
Tb927.6.4990	Tb927_06_v5.1	1370982	1371530	+	549	7220
Tb927.6.5000	Tb927_06_v5.1	1372090	1373274	+	1185	1663
Tb927.6.5010	Tb927_06_v5.1	1373762	1374916	+	1155	1022
Tb927.6.5020	Tb927_06_v5.1	1377034	1377675	+	642	141
Tb927.6.5030	Tb927_06_v5.1	1378650	1380308	+	1659	1549
Tb927.6.5040	Tb927_06_v5.1	1380714	1381328	+	615	28800
Tb927.6.5050	Tb927_06_v5.1	1381837	1382511	+	675	661
Tb927.6.5060	Tb927_06_v5.1	1383132	1383587	+	456	1470
Tb927.6.5070	Tb927_06_v5.1	1383939	1385303	+	1365	6467
Tb927.6.5080	Tb927_06_v5.1	1386635	1388335	+	1701	3203
Tb927.6.5090	Tb927_06_v5.1	1390185	1392644	+	2460	1860
Tb927.6.5095	Tb927_06_v5.1	1393473	1393691	+	219	5437
Tb927.6.5100	Tb927_06_v5.1	1394258	1396783	+	2526	1530
Tb927.6.5110	Tb927_06_v5.1	1397764	1401576	+	3813	4265
Tb927.6.5120	Tb927_06_v5.1	1401849	1402172	+	324	17603
Tb927.6.5130	Tb927_06_v5.1	1402449	1402772	+	324	8632
Tb927.6.5140	Tb927_06_v5.1	1403033	1403695	+	663	1312
Tb927.6.5150	Tb927_06_v5.1	1404693	1413533	+	8841	5725
Tb927.6.5160	Tb927_06_v5.1	1421549	1423291	+	1743	136
Tb927.6.5170	Tb927_06_v5.1	1426713	1427723	+	1011	105
Tb927.6.5180	Tb927_06_v5.1	1433496	1435007	+	1512	395
Tb927.6.5190	Tb927_06_v5.1	1436236	1438173	+	1938	54
Tb927.6.5200	Tb927_06_v5.1	1439226	1439537	+	312	0
Tb927.6.5210	Tb927_06_v5.1	1444311	1445879	-	1569	1
Tb927.6.5220	Tb927_06_v5.1	1447145	1447360	-	216	0
Tb927.6.5230	Tb927_06_v5.1	1448010	1449503	-	1494	1
Tb927.6.5240	Tb927_06_v5.1	1451185	1452651	-	1467	0
Tb927.6.5250	Tb927_06_v5.1	1454310	1454681	-	372	2
Tb927.6.5260	Tb927_06_v5.1	1455529	1456914	-	1386	0
Tb927.6.5270	Tb927_06_v5.1	1457224	1458246	-	1023	0
Tb927.6.5280	Tb927_06_v5.1	1459003	1460601	-	1599	0
Tb927.6.5290	Tb927_06_v5.1	1462549	1463967	-	1419	0
Tb927.6.5300	Tb927_06_v5.1	1464297	1466018	-	1722	0
Tb927.6.5310	Tb927_06_v5.1	1466031	1466990	-	960	0
Tb927.6.5320	Tb927_06_v5.1	1468438	1469631	-	1194	0
Tb927.6.5330	Tb927_06_v5.1	1471526	1473031	-	1506	0
Tb927.6.5350	Tb927_06_v5.1	1475189	1476637	-	1449	0
Tb927.6.5360	Tb927_06_v5.1	1477743	1478378	-	636	0
Tb927.6.5370	Tb927_06_v5.1	1480781	1482244	-	1464	0
Tb927.6.5380	Tb927_06_v5.1	1490581	1491210	-	630	0
Tb927.6.5390	Tb927_06_v5.1	1493022	1494614	-	1593	0
Tb927.6.5400	Tb927_06_v5.1	1494812	1495792	-	981	0
Tb927.6.5410	Tb927_06_v5.1	1496829	1498322	-	1494	0
Tb927.6.5420	Tb927_06_v5.1	1499650	1501206	-	1557	1
Tb927.6.5430	Tb927_06_v5.1	1502981	1504417	-	1437	0
Tb927.6.5440	Tb927_06_v5.1	1505438	1506925	-	1488	0
Tb927.6.5450	Tb927_06_v5.1	1509044	1510516	-	1473	0
Tb927.6.5460	Tb927_06_v5.1	1511910	1513160	-	1251	0
Tb927.6.5470	Tb927_06_v5.1	1514870	1516435	-	1566	0
Tb927.6.5480	Tb927_06_v5.1	1522493	1523905	-	1413	0
Tb927.6.5490	Tb927_06_v5.1	1524124	1525212	-	1089	0
Tb927.6.5500	Tb927_06_v5.1	1526394	1527878	-	1485	0
Tb927.6.5510	Tb927_06_v5.1	1528102	1529187	-	1086	0
Tb927.6.5520	Tb927_06_v5.1	1530350	1531843	-	1494	0
Tb927.6.5530	Tb927_06_v5.1	1533042	1534610	-	1569	0
Tb927.6.5540	Tb927_06_v5.1	1535532	1537172	-	1641	0
Tb927.6.5550	Tb927_06_v5.1	1539037	1540536	-	1500	0
Tb927.6.5560	Tb927_06_v5.1	1541528	1543015	-	1488	0
Tb927.6.5570	Tb927_06_v5.1	1545267	1545728	-	462	0
Tb927.6.5580	Tb927_06_v5.1	1551604	1552224	-	621	0
Tb927.6.5590	Tb927_06_v5.1	1553303	1554901	-	1599	0
Tb927.6.5600	Tb927_06_v5.1	1557003	1558562	-	1560	0
Tb927.6.5610	Tb927_06_v5.1	1560558	1562138	-	1581	0
Tb927.6.5620	Tb927_06_v5.1	1563724	1565211	-	1488	0
Tb927.6.5630	Tb927_06_v5.1	1566320	1567798	-	1479	0
Tb927.6.5640	Tb927_06_v5.1	1568856	1570346	-	1491	0
Tb927.6.5650	Tb927_06_v5.1	1572983	1574560	-	1578	0
Tb927.6.5660	Tb927_06_v5.1	1576197	1577732	-	1536	0
Tb927.6.5670	Tb927_06_v5.1	1579570	1581078	-	1509	0
Tb927.6.5680	Tb927_06_v5.1	1581626	1582375	-	750	0
Tb927.6.5690	Tb927_06_v5.1	1583761	1584174	-	414	0
Tb927.6.5700	Tb927_06_v5.1	1586589	1586972	-	384	0
Tb927.6.5710	Tb927_06_v5.1	1587574	1589097	-	1524	0
Tb927.6.5720	Tb927_06_v5.1	1589277	1590107	-	831	0
Tb927.6.5730	Tb927_06_v5.1	1591055	1592530	-	1476	0
Tb927.6.5740	Tb927_06_v5.1	1594443	1595975	-	1533	0
Tb927.6.5750	Tb927_06_v5.1	1596848	1597507	-	660	0
Tb927.6.5760	Tb927_06_v5.1	1599605	1601179	-	1575	0
Tb927.6.5770	Tb927_06_v5.1	1601461	1602456	-	996	0
Tb927.6.5780	Tb927_06_v5.1	1603494	1605002	-	1509	0
Tb927.6.5790	Tb927_06_v5.1	1607472	1608983	-	1512	0
Tb927.6.5800	Tb927_06_v5.1	1610263	1610565	-	303	0
Tb927.6.5810	Tb927_06_v5.1	1610845	1612053	+	1209	0
Tb927.6.5820	Tb927_06_v5.1	1612060	1613172	-	1113	0
Tb927.6.5830	Tb927_06_v5.1	1614636	1616066	-	1431	0
Tb927.3.100	Tb927_03_v5.1	74	1183	+	1110	0
Tb927.3.110	Tb927_03_v5.1	1251	2402	+	1152	0
Tb927.3.120	Tb927_03_v5.1	2731	4221	+	1491	0
Tb927.3.130	Tb927_03_v5.1	5468	5881	+	414	0
Tb927.3.140	Tb927_03_v5.1;Tb927_03_v5.1;Tb927_03_v5.1	6998;7209;8059	7207;8057;8472	+;+;+	1473	0
Tb927.3.150	Tb927_03_v5.1	10161	11765	+	1605	0
Tb927.3.160	Tb927_03_v5.1	12861	13874	+	1014	0
Tb927.3.170	Tb927_03_v5.1	14316	15878	+	1563	0
Tb927.3.180	Tb927_03_v5.1	17916	19466	+	1551	1
Tb927.3.190	Tb927_03_v5.1	21584	23056	+	1473	0
Tb927.3.200	Tb927_03_v5.1	23761	24075	+	315	0
Tb927.3.210	Tb927_03_v5.1	31010	32719	+	1710	0
Tb927.3.220	Tb927_03_v5.1	34701	35711	+	1011	0
Tb927.3.230	Tb927_03_v5.1	37496	38950	+	1455	0
Tb927.3.240	Tb927_03_v5.1	40291	41799	+	1509	0
Tb927.3.250	Tb927_03_v5.1	42899	43861	+	963	0
Tb927.3.260	Tb927_03_v5.1	44118	44585	+	468	0
Tb927.3.270	Tb927_03_v5.1	45650	47125	+	1476	0
Tb927.3.280	Tb927_03_v5.1	49532	51097	+	1566	0
Tb927.3.290	Tb927_03_v5.1	51868	52860	+	993	0
Tb927.3.300	Tb927_03_v5.1	53031	54617	+	1587	0
Tb927.3.310	Tb927_03_v5.1	56056	57630	+	1575	0
Tb927.3.320	Tb927_03_v5.1	58910	60421	+	1512	0
Tb927.3.330	Tb927_03_v5.1	62229	63686	+	1458	0
Tb927.3.340	Tb927_03_v5.1	65865	67445	+	1581	0
Tb927.3.350	Tb927_03_v5.1	69280	70776	+	1497	0
Tb927.3.360	Tb927_03_v5.1	72974	74506	+	1533	0
Tb927.3.370	Tb927_03_v5.1	76331	77962	+	1632	0
Tb927.3.380	Tb927_03_v5.1	78807	79256	+	450	0
Tb927.3.390	Tb927_03_v5.1	80676	82214	+	1539	0
Tb927.3.400	Tb927_03_v5.1	84061	85593	+	1533	0
Tb927.3.410	Tb927_03_v5.1	87879	89384	+	1506	0
Tb927.3.420	Tb927_03_v5.1	90838	92412	+	1575	0
Tb927.3.430	Tb927_03_v5.1	94159	94785	+	627	0
Tb927.3.440	Tb927_03_v5.1	95058	96632	+	1575	0
Tb927.3.450	Tb927_03_v5.1	97480	98052	+	573	0
Tb927.3.460	Tb927_03_v5.1	98736	99839	+	1104	0
Tb927.3.470	Tb927_03_v5.1	100001	101521	+	1521	0
Tb927.3.480	Tb927_03_v5.1	102564	104150	+	1587	0
Tb927.3.490	Tb927_03_v5.1	105461	106990	+	1530	0
Tb927.3.500	Tb927_03_v5.1	108301	109884	+	1584	0
Tb927.3.510	Tb927_03_v5.1	113685	114371	+	687	2
Tb927.3.520	Tb927_03_v5.1	116511	117503	-	993	4
Tb927.3.530	Tb927_03_v5.1	117548	118207	-	660	0
Tb927.3.540	Tb927_03_v5.1	118749	118928	-	180	0
Tb927.3.550	Tb927_03_v5.1	119582	120562	-	981	0
Tb927.3.560	Tb927_03_v5.1	120686	121789	-	1104	2
Tb927.3.570	Tb927_03_v5.1	121971	123335	-	1365	8
Tb927.3.580	Tb927_03_v5.1;Tb927_03_v5.1	126588;126588	128708;129089	-;-	2502	64
Tb927.3.585	Tb927_03_v5.1	132747	133100	-	354	399
Tb927.3.590	Tb927_03_v5.1	147115	148503	+	1389	230
Tb927.3.600	Tb927_03_v5.1	152524	153222	-	699	47
Tb927.3.610	Tb927_03_v5.1	156134	156694	-	561	320
Tb927.3.620	Tb927_03_v5.1	157055	159481	-	2427	2265
Tb927.3.630	Tb927_03_v5.1	159923	160147	-	225	705
Tb927.3.640	Tb927_03_v5.1	160524	161414	-	891	987
Tb927.3.650	Tb927_03_v5.1	161754	161942	-	189	105
Tb927.3.660	Tb927_03_v5.1	162237	163373	-	1137	581
Tb927.3.670	Tb927_03_v5.1	163700	165148	-	1449	730
Tb927.3.680	Tb927_03_v5.1	165709	167463	-	1755	1382
Tb927.3.690	Tb927_03_v5.1	168911	170662	-	1752	1862
Tb927.3.700	Tb927_03_v5.1	171635	171892	-	258	3976
Tb927.3.710	Tb927_03_v5.1	172362	174359	-	1998	1362
Tb927.3.720	Tb927_03_v5.1	176779	177171	-	393	6405
Tb927.3.730	Tb927_03_v5.1	178111	179022	-	912	501
Tb927.3.740	Tb927_03_v5.1	180970	181710	-	741	3220
Tb927.3.750	Tb927_03_v5.1	182419	183423	-	1005	718
Tb927.3.760	Tb927_03_v5.1	183811	185463	-	1653	1688
Tb927.3.770	Tb927_03_v5.1	185886	186431	-	546	1659
Tb927.3.780	Tb927_03_v5.1	187245	187958	-	714	4788
Tb927.3.790	Tb927_03_v5.1	188229	189299	-	1071	1323
Tb927.3.800	Tb927_03_v5.1	190449	191294	-	846	2160
Tb927.3.810	Tb927_03_v5.1	191584	192588	-	1005	1191
Tb927.3.820	Tb927_03_v5.1	192821	193387	-	567	1064
Tb927.3.830	Tb927_03_v5.1	193729	194910	-	1182	2806
Tb927.3.840	Tb927_03_v5.1	195485	196552	-	1068	887
Tb927.3.850	Tb927_03_v5.1	198108	200372	-	2265	121
Tb927.3.860	Tb927_03_v5.1	201449	201895	-	447	8242
Tb927.3.870	Tb927_03_v5.1	206219	207517	+	1299	1399
Tb927.3.880	Tb927_03_v5.1	207829	208563	+	735	1463
Tb927.3.890	Tb927_03_v5.1	208791	209708	+	918	1355
Tb927.3.900	Tb927_03_v5.1	209898	210968	+	1071	1529
Tb927.3.910	Tb927_03_v5.1	211340	212683	+	1344	2467
Tb927.3.920	Tb927_03_v5.1	213287	216754	+	3468	1689
Tb927.3.930	Tb927_03_v5.1	217342	231261	+	13920	7125
Tb927.3.940	Tb927_03_v5.1	232251	232715	+	465	2025
Tb927.3.945	Tb927_03_v5.1	233060	233434	+	375	88
Tb927.3.950	Tb927_03_v5.1	235135	236397	+	1263	875
Tb927.3.960	Tb927_03_v5.1	237829	238038	+	210	2468
Tb927.3.970	Tb927_03_v5.1	238985	240097	+	1113	2077
Tb927.3.980	Tb927_03_v5.1	240544	242646	+	2103	1764
Tb927.3.990	Tb927_03_v5.1	243247	244818	+	1572	1875
Tb927.3.1000	Tb927_03_v5.1	245606	246148	+	543	1244
Tb927.3.1010	Tb927_03_v5.1	246909	248711	+	1803	6635
Tb927.3.1020	Tb927_03_v5.1	251011	252492	+	1482	1960
Tb927.3.1030	Tb927_03_v5.1	253218	254291	+	1074	3539
Tb927.3.1060	Tb927_03_v5.1;Tb927_03_v5.1	259855;262387	261048;263532	+;+	2340	2980
Tb927.3.1050	Tb927_03_v5.1	261163	262371	+	1209	0
Tb927.3.1070	Tb927_03_v5.1	263824	265158	+	1335	1438
Tb927.3.1080	Tb927_03_v5.1	265433	266188	+	756	1696
Tb927.3.1085	Tb927_03_v5.1	266632	266889	+	258	1008
Tb927.3.1090	Tb927_03_v5.1	267367	268005	+	639	768
Tb927.3.1100	Tb927_03_v5.1	268960	270153	+	1194	966
Tb927.3.1110	Tb927_03_v5.1	270798	272231	+	1434	2192
Tb927.3.1120	Tb927_03_v5.1	273590	274243	+	654	11440
Tb927.3.1130	Tb927_03_v5.1	275810	277510	+	1701	2051
Tb927.3.1140	Tb927_03_v5.1	278267	279439	+	1173	2089
Tb927.3.1150	Tb927_03_v5.1	279975	280817	+	843	1505
Tb927.3.1160	Tb927_03_v5.1	281366	282109	+	744	1033
Tb927.3.1170	Tb927_03_v5.1	282405	283598	+	1194	1086
Tb927.3.1180	Tb927_03_v5.1	284603	287098	+	2496	1477
Tb927.3.1190	Tb927_03_v5.1	288020	295003	+	6984	4455
Tb927.3.1200	Tb927_03_v5.1;Tb927_03_v5.1	295770;297300	298091;298091	+;+	2322	2395
Tb927.3.1210	Tb927_03_v5.1	299855	302776	+	2922	3478
Tb927.3.1220	Tb927_03_v5.1	304350	305885	+	1536	671
Tb927.3.1230	Tb927_03_v5.1	306319	309165	+	2847	2566
Tb927.3.1240	Tb927_03_v5.1	309482	310453	+	972	1717
Tb927.3.1250	Tb927_03_v5.1	311367	311621	+	255	1126
Tb927.3.1260	Tb927_03_v5.1	312271	312852	+	582	654
Tb927.3.1270	Tb927_03_v5.1	313332	314954	+	1623	2073
Tb927.3.1280	Tb927_03_v5.1	315296	316522	+	1227	1982
Tb927.3.1290	Tb927_03_v5.1	317255	320098	+	2844	4056
Tb927.3.1300	Tb927_03_v5.1	320722	321954	+	1233	2400
Tb927.3.1310	Tb927_03_v5.1;Tb927_03_v5.1	323362;323779	327123;327123	+;+	3762	2138
Tb927.3.1320	Tb927_03_v5.1	327436	330879	+	3444	2456
Tb927.3.1330	Tb927_03_v5.1	331285	335562	+	4278	1546
Tb927.3.1340	Tb927_03_v5.1	336135	337895	+	1761	3291
Tb927.3.1350	Tb927_03_v5.1	338221	340581	+	2361	2174
Tb927.3.1360	Tb927_03_v5.1	341470	343335	+	1866	323
Tb927.3.1370	Tb927_03_v5.1	343637	343978	+	342	22258
Tb927.3.1380	Tb927_03_v5.1	344483	346042	+	1560	7507
Tb927.3.1390	Tb927_03_v5.1	347492	348928	+	1437	792
Tb927.3.1400	Tb927_03_v5.1	350391	351395	+	1005	1142
Tb927.3.1410	Tb927_03_v5.1	352870	353367	+	498	12287
Tb927.3.1420	Tb927_03_v5.1	353870	364648	+	10779	2927
Tb927.3.1430	Tb927_03_v5.1	365422	366573	+	1152	824
Tb927.3.1440	Tb927_03_v5.1	367098	369542	+	2445	2375
Tb927.3.1450	Tb927_03_v5.1	370151	371329	+	1179	701
Tb927.3.1460	Tb927_03_v5.1	372975	373349	+	375	245
Tb927.3.1470	Tb927_03_v5.1	374532	375629	+	1098	1
Tb927.3.1480	Tb927_03_v5.1	379420	380307	+	888	5
Tb927.3.1490	Tb927_03_v5.1	381470	383920	+	2451	10
Tb927.3.1500	Tb927_03_v5.1	388094	389194	-	1101	15
Tb927.3.1510	Tb927_03_v5.1	394163	395263	-	1101	5
Tb927.3.1520	Tb927_03_v5.1	396343	397440	-	1098	4
Tb927.3.1525	Tb927_03_v5.1	398622	399005	-	384	538
Tb927.3.1530	Tb927_03_v5.1	399958	401241	-	1284	895
Tb927.3.1540	Tb927_03_v5.1	401723	402631	-	909	493
Tb927.3.1550	Tb927_03_v5.1	403846	406875	-	3030	1308
Tb927.3.1560	Tb927_03_v5.1	407831	408973	-	1143	1274
Tb927.3.1570	Tb927_03_v5.1	410684	412552	-	1869	533
Tb927.3.1580	Tb927_03_v5.1	412885	414525	-	1641	2044
Tb927.3.1590	Tb927_03_v5.1	415240	417246	-	2007	3782
Tb927.3.1600	Tb927_03_v5.1	417775	418083	-	309	2188
Tb927.3.1610	Tb927_03_v5.1	419800	421779	-	1980	666
Tb927.3.1620	Tb927_03_v5.1	423166	428061	-	4896	4405
Tb927.3.1630	Tb927_03_v5.1	431779	432981	-	1203	74
Tb927.3.1640	Tb927_03_v5.1	434405	434896	-	492	38
Tb927.3.1650	Tb927_03_v5.1	435507	436034	-	528	38
Tb927.3.1660	Tb927_03_v5.1	436051	438420	-	2370	111
Tb927.3.1670	Tb927_03_v5.1	439329	442412	-	3084	2353
Tb927.3.1680	Tb927_03_v5.1	443374	444390	-	1017	6940
Tb927.3.1690	Tb927_03_v5.1	445379	445816	-	438	5046
Tb927.3.1700	Tb927_03_v5.1	446786	448258	-	1473	474
Tb927.3.1710	Tb927_03_v5.1	448615	449751	-	1137	1945
Tb927.3.1720	Tb927_03_v5.1	451199	451483	-	285	767
Tb927.3.1730	Tb927_03_v5.1	452166	452861	-	696	1593
Tb927.3.1740	Tb927_03_v5.1	453791	455842	-	2052	2103
Tb927.3.1750	Tb927_03_v5.1	456317	456922	-	606	401
Tb927.3.1760	Tb927_03_v5.1	457502	458284	-	783	1216
Tb927.3.1770	Tb927_03_v5.1	458820	461513	-	2694	1466
Tb927.3.1780	Tb927_03_v5.1	462143	462532	-	390	1377
Tb927.3.1790	Tb927_03_v5.1	464118	465164	-	1047	5116
Tb927.3.1800	Tb927_03_v5.1	465708	470093	-	4386	4598
Tb927.3.1810	Tb927_03_v5.1	470816	471796	-	981	1324
Tb927.3.1820	Tb927_03_v5.1	472807	473676	-	870	2150
Tb927.3.1830	Tb927_03_v5.1	474527	475954	-	1428	362
Tb927.3.1840	Tb927_03_v5.1	478182	479078	-	897	1910
Tb927.3.1850	Tb927_03_v5.1	480261	482048	-	1788	734
Tb927.3.1860	Tb927_03_v5.1	483930	486245	-	2316	812
Tb927.3.1870	Tb927_03_v5.1;Tb927_03_v5.1	487184;487184	487933;488053	-;-	870	144
Tb927.3.1880	Tb927_03_v5.1	488404	490431	-	2028	2055
Tb927.3.1890	Tb927_03_v5.1	490953	491807	-	855	2163
Tb927.3.1900	Tb927_03_v5.1	493734	496337	-	2604	2356
Tb927.3.1910	Tb927_03_v5.1	500960	502735	-	1776	90
Tb927.3.1920	Tb927_03_v5.1	505714	507528	-	1815	3386
Tb927.3.1930	Tb927_03_v5.1	508342	509781	-	1440	1600
Tb927.3.1940	Tb927_03_v5.1	510641	511957	-	1317	1327
Tb927.3.1955	Tb927_03_v5.1	513487	513876	-	390	442
Tb927.3.1960	Tb927_03_v5.1	515152	515589	-	438	783
Tb927.3.1970	Tb927_03_v5.1	516166	517134	-	969	1812
Tb927.3.1980	Tb927_03_v5.1	517473	518363	-	891	881
Tb927.3.1990	Tb927_03_v5.1	519226	520671	-	1446	1591
Tb927.3.2000	Tb927_03_v5.1	521498	522151	-	654	735
Tb927.3.2010	Tb927_03_v5.1	522585	524249	-	1665	1349
Tb927.3.2020	Tb927_03_v5.1	525009	527249	-	2241	1537
Tb927.3.2030	Tb927_03_v5.1;Tb927_03_v5.1	527847;527847	528128;528179	-;-	333	562
Tb927.3.2040	Tb927_03_v5.1	529310	532528	-	3219	1764
Tb927.3.2050	Tb927_03_v5.1	534327	539045	-	4719	1955
Tb927.3.2060	Tb927_03_v5.1	541020	542327	-	1308	890
Tb927.3.2070	Tb927_03_v5.1	543223	547281	-	4059	2900
Tb927.3.2080	Tb927_03_v5.1	548257	549039	-	783	2172
Tb927.3.2090	Tb927_03_v5.1	550052	551899	-	1848	1407
Tb927.3.2100	Tb927_03_v5.1	553025	553951	-	927	3166
Tb927.3.2110	Tb927_03_v5.1	556358	557629	-	1272	1351
Tb927.3.2120	Tb927_03_v5.1	558218	559216	-	999	1169
Tb927.3.2130	Tb927_03_v5.1	560389	562629	-	2241	1782
Tb927.3.2140	Tb927_03_v5.1	563494	566340	-	2847	3443
Tb927.3.2150	Tb927_03_v5.1	566856	567944	-	1089	1835
Tb927.3.2160	Tb927_03_v5.1	568373	569776	-	1404	964
Tb927.3.2170	Tb927_03_v5.1	570057	572729	-	2673	5178
Tb927.3.2180	Tb927_03_v5.1	573648	574118	-	471	7963
Tb927.3.2190	Tb927_03_v5.1	574447	575208	-	762	1423
Tb927.3.2200	Tb927_03_v5.1	575548	576594	-	1047	1545
Tb927.3.2210	Tb927_03_v5.1	577319	579103	-	1785	2347
Tb927.3.2220	Tb927_03_v5.1	579399	580061	-	663	1887
Tb927.3.2230	Tb927_03_v5.1	580931	581836	-	906	2411
Tb927.3.2240	Tb927_03_v5.1	582246	583445	-	1200	1272
Tb927.3.2250	Tb927_03_v5.1	583617	584513	-	897	321
Tb927.3.2260	Tb927_03_v5.1	584707	585393	-	687	1021
Tb927.3.2270	Tb927_03_v5.1	587858	589183	+	1326	1307
Tb927.3.2280	Tb927_03_v5.1	589443	591236	+	1794	1724
Tb927.3.2290	Tb927_03_v5.1	591399	592520	+	1122	1762
Tb927.3.2300	Tb927_03_v5.1	592647	593252	+	606	1158
Tb927.3.2310	Tb927_03_v5.1	593475	594377	+	903	4274
Tb927.3.2320	Tb927_03_v5.1	594909	596231	+	1323	1623
Tb927.3.2330	Tb927_03_v5.1	597683	599539	+	1857	2304
Tb927.3.2340	Tb927_03_v5.1	599846	600844	+	999	707
Tb927.3.2350	Tb927_03_v5.1	601321	601842	+	522	763
Tb927.3.2360	Tb927_03_v5.1	602105	603532	+	1428	194
Tb927.3.2370	Tb927_03_v5.1	603856	604260	+	405	723
Tb927.3.2380	Tb927_03_v5.1	604765	605085	+	321	127
Tb927.3.2390	Tb927_03_v5.1	605628	606956	+	1329	2300
Tb927.3.2400	Tb927_03_v5.1	607321	608244	+	924	590
Tb927.3.2410	Tb927_03_v5.1	608797	609693	+	897	1444
Tb927.3.2420	Tb927_03_v5.1	610112	610492	+	381	1313
Tb927.3.2430	Tb927_03_v5.1	610862	613624	+	2763	1713
Tb927.3.2440	Tb927_03_v5.1	614482	615702	+	1221	839
Tb927.3.2450	Tb927_03_v5.1	616993	617490	+	498	894
Tb927.3.2460	Tb927_03_v5.1	617808	618815	+	1008	595
Tb927.3.2470	Tb927_03_v5.1	619537	621351	+	1815	1770
Tb927.3.2475	Tb927_03_v5.1	622435	622815	+	381	1884
Tb927.3.2477	Tb927_03_v5.1	623857	624054	+	198	393
Tb927.3.2480	Tb927_03_v5.1	625140	625898	+	759	348
Tb927.3.2490	Tb927_03_v5.1	626648	629539	+	2892	6387
Tb927.3.2500	Tb927_03_v5.1	631198	632385	-	1188	20
Tb927.3.2510	Tb927_03_v5.1;Tb927_03_v5.1	632832;632832	633857;634202	-;-	1371	5
Tb927.3.2520	Tb927_03_v5.1	635419	636393	-	975	0
Tb927.3.2530	Tb927_03_v5.1	636520	637371	-	852	0
Tb927.3.2540	Tb927_03_v5.1;Tb927_03_v5.1	637733;637733	638956;638845	-;-	1224	1
Tb927.3.2550	Tb927_03_v5.1	640907	641563	-	657	1
Tb927.3.2560	Tb927_03_v5.1	642421	643077	-	657	0
Tb927.3.2570	Tb927_03_v5.1	643935	644591	-	657	0
Tb927.3.2580	Tb927_03_v5.1	645449	646123	-	675	0
Tb927.3.2590	Tb927_03_v5.1	647032	647949	-	918	3
Tb927.3.2600	Tb927_03_v5.1	652522	659034	-	6513	10972
Tb927.3.2610	Tb927_03_v5.1	659787	662234	-	2448	62
Tb927.3.2620	Tb927_03_v5.1;Tb927_03_v5.1	662834;662834	668683;668887	-;-	6054	2868
Tb927.3.2630	Tb927_03_v5.1	670204	672552	-	2349	2432
Tb927.3.2640	Tb927_03_v5.1	673016	674149	-	1134	812
Tb927.3.2650	Tb927_03_v5.1	674715	674936	-	222	1097
Tb927.3.2660	Tb927_03_v5.1	675209	677398	-	2190	3664
Tb927.3.2670	Tb927_03_v5.1	677840	678649	-	810	1300
Tb927.3.2680	Tb927_03_v5.1	679159	680754	-	1596	1856
Tb927.3.2690	Tb927_03_v5.1	682253	686038	-	3786	2184
Tb927.3.2700	Tb927_03_v5.1	687015	688181	-	1167	1281
Tb927.3.2710	Tb927_03_v5.1	689701	692772	-	3072	2201
Tb927.3.2720	Tb927_03_v5.1	693756	695060	-	1305	546
Tb927.3.2730	Tb927_03_v5.1	695723	700807	-	5085	2308
Tb927.3.2740	Tb927_03_v5.1	701653	702573	-	921	848
Tb927.3.2750	Tb927_03_v5.1	703304	705919	-	2616	3195
Tb927.3.2760	Tb927_03_v5.1	706555	711231	-	4677	2069
